empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos
DECO UTILIDADES,DH04740,CENTRO MESA VIDRO BASE MADEIRA 22X10CM TUUT,1.0,137.9,1
DECO UTILIDADES,DU00147,CACHEPOT VIDRO COM PÉ (MÉDIO) VIVAFLOR COD  364,1.0,135.9,1
DECO UTILIDADES,DH00432,TOALHA  LAVABO DECORADA MARA CADA,3.0,135.0,3
DECO UTILIDADES,DU00188,ABAJUR METAL E LINHO BIVOLT (OFF WHITE) 32X15cm FLORARTE,1.0,134.9,1
DECO UTILIDADES,DH04574,TRAVESSA MEDIA AMOR DE PRIMAVERA SCALLA,1.0,132.9,1
DECO UTILIDADES,DH00433,TOALHA ROSTO DECORADA MARA CADA,2.0,130.0,2
DECO UTILIDADES,DE03096,CAPUCCINO AVELA 1 KG SABOR DE GARCA,2.0,120.0,2
DECO UTILIDADES,DU00473,"TRILHO DE MESA 0,48X1,46CM DUPLA FACE MARA AGOSTINHO",1.0,120.0,1
DECO UTILIDADES,DU00491,PUXA SACO TECIDO DECORADO PROJETO PATINHAS,2.0,120.0,2
DECO UTILIDADES,DH00719,Saleiro de Ceramica com Tampa de Bambu Lyor,2.0,119.8,1
DECO UTILIDADES,DH03828,PRATO RASO COUP SHELL 29CM ALLEANZA,4.0,116.0,1
DECO UTILIDADES,DH04573,JOGO COPO C/ BANDEJA AMOR DE PRIMAVERA SCALLA,2.0,109.8,2
DECO UTILIDADES,DH04553,PORTA RETRATO PASSARO PLUMAS BRANCA 19X22CM TUUT,1.0,108.9,1
DECO UTILIDADES,DH04598,"BARRA DE CHOCOLATE AO LEITE COM VISOR ""TE AMO"" 40g  ARTE CACAU CADA",4.0,99.6,3
DECO UTILIDADES,DH00152,PORTA OBJETO EM CIMENTO ROSA MART ,2.0,99.0,1
DECO UTILIDADES,DE04266,CENTO DE MESA BRANCO VIDRO 35CM REF24688 TUUT,1.0,97.9,1
DECO UTILIDADES,DH01645,Refil Difusor 300ml Essencia Chá Branco Greenswet,1.0,95.9,1
DECO UTILIDADES,DH03328,"FRUTEIRA MESA FERRO PRETA C/BAMBU 33,5CM PLANETA",1.0,90.15,1
DECO UTILIDADES,DU00326,"LEITEIRA PRETA CARVALHO 1,5 L ALUMINIO E BAQUELITE CLINCK",1.0,89.9,1
DECO UTILIDADES,DH02725,"PETISQUEIRA DE VIDRO COM 3 DIVISORIAS ANGEL FUME 21,5CM LYOR",3.0,89.7,1
DECO UTILIDADES,DH00340,HOME SPRAY ESSENCIA CHÁ BRANCO 250ML GREENSWET,1.0,87.9,1
DECO UTILIDADES,DE07597,"CANECA GATINHO PORCELANA 370ML 11,5CMX8CM HAUSKRAFT CADA",4.0,87.6,2
DECO UTILIDADES,DH02749,KIT PARA CHURRASCO 3 PCS PLENUS MARRON TRAMONTINA,1.0,85.9,1
DECO UTILIDADES,DE07596,JOGO DE 6 XICARA PARA CAFE ANNE BRANCA 65ML HAUSKRAFT,1.0,81.9,1
DECO UTILIDADES,DH04554,PORTA JOIAS POLI PASSARO PLUMAS BRANCA 13CM TUUT,1.0,81.9,1
DECO UTILIDADES,DH00536,VASO VIDRO 3 TUBOS ENSAIO ALTO LILIAN ,1.0,79.9,1
DECO UTILIDADES,DH04566,CONJUNTO C/02 PECAS  LANCHE CRISTALINA SCALLA,1.0,79.9,1
DECO UTILIDADES,DU00160,HASTE MOSQUITINHO VIVAFLOR COD  60007,8.0,79.2,2
DECO UTILIDADES,DH00924,ÁGUA AROMATICA ESSENCIA CHÁ BRANCO 500ML GREENSWET,1.0,78.9,1
DECO UTILIDADES,DH00174,PORTA SABONETE LIQUIDO CIMENTO ROSA MART,1.0,76.9,1
DECO UTILIDADES,DH01008,PORTA SABONETE LIQUIDO CIMENTO CINZA  MART ,1.0,76.9,1
DECO UTILIDADES,DU00190,CHIFRE DE VEADO PENDURAR (VERDE) 77cm FLORARTE,2.0,75.8,1
DECO UTILIDADES,DH03653,ORGANIZADOR GIRATORIO ALTO CLEAR  NATURAL OU,1.0,73.9,1
DECO UTILIDADES,DU00152,BOUQUET  ROSA VIVAFLOR COD 11495,2.0,73.8,1
DECO UTILIDADES,DH01766,POTICHE DECORATIVO CRISTAL DE CHUMBO COM PE LYS WOLFF,1.0,72.9,1
DECO UTILIDADES,DH04088,SUPORTE BAMBU C/BANDEJA 30X28CM TUUT,1.0,72.9,1
DECO UTILIDADES,DU00372,ARRANJO DE FLORES MISTO ROSA PEONIA E PETUNIA,1.0,69.9,1
DECO UTILIDADES,DU00319,VARAL DE PENDURAR 20 PRENDEDORES AÇO INOX 28CMX30CM CLINCK,2.0,69.8,1
DECO UTILIDADES,DH04708,TACA DAISY 320ML CRISTAL WOLFF,4.0,67.6,2
DECO UTILIDADES,DH04528,CONJ 4PÇS GARFOS DE SOBREMESA LIMONE  TUUT,1.0,66.9,1
DECO UTILIDADES,DH04519,JARRA DE VIDRO MULTIMIX 1LITRO TUUT,3.0,65.69999999999999,3
DECO UTILIDADES,DU00259,VASO DECORATIVO PORCELANA (OFF WHITE) 16cm 12d FLORARTE,1.0,64.9,1
DECO UTILIDADES,DH04576,CJ 2 TACAS DE VIDRO LINES 380ML  WOLF,2.0,63.8,1
DECO UTILIDADES,DE03589,Bowl De Vidro Opalino Diwali Branco 14 X 8Cm Luminarc,4.0,60.0,1
DECO UTILIDADES,DH04652,PORTA RETRATO MDF RETO TEXT 10X15CM 23284 PRATA VELHO ENTRECASA,1.0,59.9,1
DECO UTILIDADES,DH04704,BALDE GELO C/ALCA E PEGADOR GREGO 15CM X 13CM X 14CM CRISTAL WOLFF,1.0,59.9,1
DECO UTILIDADES,DH04601,DRÁGEA DE AMÊNDOA COM CHOCOLATE AO LEITE 60g ARTE CACAU CADA,2.0,59.8,2
DECO UTILIDADES,DH01287,COLHER INOX CORAÇÃO PRATEADO WOLFF ,6.0,59.4,1
DECO UTILIDADES,DE04630,"DECANTER ALCA WINE 1,5L HAUSKRAFT",1.0,56.9,1
DECO UTILIDADES,DH03292,"DISPENSER C/MEDIDOR NEW RETRO ACRILICO 3,9L COZA",1.0,56.9,1
DECO UTILIDADES,DH04720,PORTA-RETRATO ONDELLE 15CMX20CM CREME MDF WOLFF,1.0,56.9,1
DECO UTILIDADES,DU00246,ASTROMELIA (BRANCO) 37cm FLORARTE,2.0,55.8,1
DECO UTILIDADES,DH02637,FRIGIDEIRA 24CM EBONY TEFLON BRINOX,1.0,54.9,1
DECO UTILIDADES,DH04700,VASO FLOREVIA 11CM X 7CM SORTIDO CERAMICA WOLFF CADA,2.0,53.8,1
DECO UTILIDADES,DH02450,"SUPORTE PARA PAPEL HIGIENICO PREMIUM LINHA BLACK 45,5CM STOLF",1.0,52.9,1
DECO UTILIDADES,DH02854,TAÇA PARA CAPPUCCINO DE VIDRO CLASSIC 160ML WOLFF ,4.0,51.6,1
DECO UTILIDADES,DH04516,JOGO DE PRENDEDOR DE EMBALAGEM INOX C/12 TUUT,4.0,51.6,2
DECO UTILIDADES,DE03596,PRATO RASO VIDRO HARENA BLACK 27CM LUMINARC,3.0,51.0,1
DECO UTILIDADES,DH00329,TRAVESSA DE VIDRO COM BORDA DOURADA DECORATIVO 361633 BM,1.0,49.9,1
DECO UTILIDADES,DH04244,PORTA-RETRATO EM POLIESTIRENO TEXTURA E VIDRO - 15X20 - MART,1.0,49.9,1
DECO UTILIDADES,DU00337,TAPETE ESCORREDOR PVC 30 CM X 45 CM X 1 CM CLINCK,1.0,49.9,1
DECO UTILIDADES,DE07600,2 PEÇAS SALEIRO E PIMENTEIRO VIDRO PT/BR 80ML HAUSKRAFT,2.0,49.8,2
DECO UTILIDADES,DH00998,PORTA OBJETO CIMENTO CINZA MART,1.0,49.5,1
DECO UTILIDADES,DE07602,SALEIRO CERAMICA BAMBU PRETO C/ COLHER  290ML HAUSKRAFT,1.0,48.9,1
DECO UTILIDADES,DH03728,"POTE MULTIUSO DE POLIESTIRENO COM TAMPA DE BAMBU 15,5CM LYOR",1.0,48.9,1
DECO UTILIDADES,DH04251,VASO EM VIDRO,1.0,48.9,1
DECO UTILIDADES,DH04774,Pote de Vidro Decorativo C/ Tampa Metalica 11X17 Cm / Design Tijolos Transparente/Prateado,2.0,45.8,2
DECO UTILIDADES,DE02998,DIFUSOR DE AROMAS CAPIM LIMÃO 165ML SALUTAR,2.0,45.0,1
DECO UTILIDADES,DE05081,CESTO ORGANIZADOR LINEA BRANCO 30 X 21 X 7CM,3.0,45.0,1
DECO UTILIDADES,DU00357,FOLHA ORQUIDEA VERDE E CREME VIVAFLOR COD 12111,3.0,44.7,1
DECO UTILIDADES,DH00776,DIFUSOR DE AROMAS ESSENCIAL CHA BRANCO 30ML GREENSWET,1.0,42.9,1
DECO UTILIDADES,DH04139,DIFUSOR DE AROMAS 30ML ESSENCIA BAMBU GREENSWET,1.0,42.9,1
DECO UTILIDADES,DE03641,Moedor De Temperos Madeira P 5 X 10 X 5Cm Yangzi,1.0,39.9,1
DECO UTILIDADES,DE05244,Porta Guardanapo de Bambu 19cm Lyor,1.0,39.9,1
DECO UTILIDADES,DH04252,VELA COM SUPORTE EM CERAMICA,1.0,39.9,1
DECO UTILIDADES,DH04781,Bule de Vidro C/ Tampa de Bambu 1 Lt 21X13X13 Cm Transparente,1.0,39.9,1
DECO UTILIDADES,DU00314,"KIT 10 CABIDE PCS AVELUDADO 44,5CM X 23,5CM X 0,5CM CLINCK",1.0,39.9,1
DECO UTILIDADES,DU00154,ASTROMÉLIA ROS ESCURO VIVAFLOR COD 11554,2.0,39.8,1
DECO UTILIDADES,DE05852,PRATO SOBREMESA PRO PORCELANA 20CM OXFORD,3.0,39.0,1
DECO UTILIDADES,DH03228,PETISQUEIRA 18X3CM CORAÇÃO LYOR PLANETA ,1.0,38.9,1
DECO UTILIDADES,DU00304,JOGO 6 BOWLS PARA SOBREMESA EM VIDRO PIATO  270 ML CASART,1.0,37.0,1
DECO UTILIDADES,DE07601,KIT 2 PEÇAS GALHETEIRO VIDRO PRETO E BRANCO 290ML HAUSKRAFT,1.0,36.9,1
DECO UTILIDADES,DH04293,ESPATULA LIMÃO SICILIANO TOK DA CASA,1.0,36.9,1
DECO UTILIDADES,DH04618,"POTICHE VIDRO BUTTERFLY TRANSP 11,5X8X7CM TUUT",1.0,36.9,1
DECO UTILIDADES,DH02192,GUARDANAPO DE PAPEL 20 FOLHAS TI-FLAIR,1.0,35.9,1
DECO UTILIDADES,DH03636,ORGANIZADOR DE PIA TRIUM COMPACTO CHUMBO FECHADO OU,2.0,35.8,1
DECO UTILIDADES,DU00305,CONJUNTO BOWLS DE SOBREMESA EM VIDRO 6 PEÇAS  150 ML  CASART,1.0,34.9,1
DECO UTILIDADES,DU00163,ORQUIDEA DANCANTE REAL  (BRANCO) 80cm (FLORARTE),2.0,33.8,1
DECO UTILIDADES,DH04356,TAPETE ESCORREDOR PIA TOP CLEAN 30X30CM,1.0,32.9,1
DECO UTILIDADES,DH04737,LATA DECOR CERAM LEMON 6X6X16CM TUUT,1.0,32.9,1
DECO UTILIDADES,DH04776,Pote de Vidro Decorativo C/ Tampa Metalica 11X27 Cm / Design Tijolos Transparente/Prateado,1.0,32.9,1
DECO UTILIDADES,DU00050,VASO DE VIDRO CASTICAL TRANSPARENTE - GRILLO,1.0,32.9,1
DECO UTILIDADES,DE03779,CAPUCCINO TRADICIONAL 200G SABOR DE GARÇA,1.0,30.0,1
DECO UTILIDADES,DE05341,LUVA PARA COZINHA TECIDO DUPLO PRETO E BRANCO 18 X 90CM TUUT,1.0,30.0,1
DECO UTILIDADES,DH03755,CAPSULAS CAFÉ 100% ARÁBICO 55G 10UNIDADES CAFÉ SABOR DE GARÇA ,1.0,30.0,1
DECO UTILIDADES,DE04790,CANECA CERAMICA 350 ML PEANUTS ZONACRIATIVA,1.0,29.9,1
DECO UTILIDADES,DE05109,CESTO ORGANIZADOR BRANCO LINEA 39 X 27 X 7CM,1.0,29.9,1
DECO UTILIDADES,DE05284,COPO VIAGEM SNAP SULLEY 300 ML ZONACRIATIVA,1.0,29.9,1
DECO UTILIDADES,DH02701,CANECA DE VIDRO JUMBO STITCH 450ML TUUT,1.0,29.9,1
DECO UTILIDADES,DH02704,ESTATULA SILICONE VAZADA PRETO 29CM MUNDIART,1.0,29.9,1
DECO UTILIDADES,DH03409,QUEIJEIRA INOX COM TAMPA DE SILICONE 280ML MUNDIAL,1.0,29.9,1
DECO UTILIDADES,DH04596,TRUFA DE CREME (BRULÉE) ARTE CACAU CADA,5.0,29.5,4
DECO UTILIDADES,DH04597,TRUFA DE (CAPPUCCINO) ARTE CACAU CADA,5.0,29.5,4
DECO UTILIDADES,DH02234,ALHO DE CORDA DECORAÇÃO 40cm FLORARTE,1.0,28.9,1
DECO UTILIDADES,DH03487,"ESPATULA DE SILICONE DUPLO LISA AZUL 25,5CM OIKOS",1.0,27.6,1
DECO UTILIDADES,DH03490,COLHER DE SILICONE DUPLO 27CM AZUL OIKOS ,1.0,27.6,1
DECO UTILIDADES,DE04005,CANECA VIDRO RESISTENTE PARA CHOPP 350ML HAUS,1.0,26.9,1
DECO UTILIDADES,DH00463,CANECA DE VIDRO RESISTENTE BOM DIA 120ML 20539 WOLFF CADA ,1.0,26.9,1
DECO UTILIDADES,DE07604,AÇUCAREIRO VIDRO COM COLHER ETAMPA BAMBU  300ML HAUSKRAFT,1.0,25.9,1
DECO UTILIDADES,DH04738,"LATA DECOR CERAM FLOWER 6X6X12,5CM TUUT ",1.0,25.9,1
DECO UTILIDADES,DH04775,Pote de Vidro Decorativo C/ Tampa Metalica 11X21 Cm / Design Tijolos Transparente/Prateado,1.0,25.9,1
DECO UTILIDADES,DU00245,FLOR DO CAMPO RAMALHETE (PURPURA) 35cm FLORARTE,1.0,25.9,1
DECO UTILIDADES,DH01403,CANTIL INOX PARA BEBIDAS 240ML NIPOCENTER,1.0,23.9,1
DECO UTILIDADES,DH04594,TRUFA DE LEITINHO COM (CREME DE AVELÃ) ARTE CACAU CADA,4.0,23.6,3
DECO UTILIDADES,DH04595,TRUFA DE FRUTAS (VERMELHAS) ARTE CACAU CADA,4.0,23.6,4
DECO UTILIDADES,DH02730,POTE FRIOS COM TAMPA ACRILICA 21CM LYOR,1.0,22.9,1
DECO UTILIDADES,DH04581,POTE HERMETICO COM TAMPA CINZA 400ML VIDRO BOROSSILICATO WOLF,1.0,22.9,1
DECO UTILIDADES,DU00032,BUQUE CRISANTEMO ROSA - GRILLO,1.0,22.9,1
DECO UTILIDADES,DE04605,BOWL RED HONEY ABELHA BRANCO 440ML PCLN178 HAUSKRAFT,1.0,21.9,1
DECO UTILIDADES,DH00617,CANECA QUARTIER 270ML COLORIDA REF127400 OXFORD CADA,1.0,21.9,1
DECO UTILIDADES,DH04359,JG.4CANUDOS 6MM CURV.INOX 1 ESC.P/LIMP.,2.0,21.8,2
DECO UTILIDADES,DH01045,CANECA PORCELANA - ESPALHE AMOR - 300ML BRASFOOT,1.0,20.9,1
DECO UTILIDADES,DH01048,CANECA PORCELANA - INSPIRA O MUNDO - 300ML BRASFOOT,1.0,20.9,1
DECO UTILIDADES,DE03542,Bowl De Vidro Opalino Diwali Azul Claro 14 X 8Cm Luminarc,1.0,20.0,1
DECO UTILIDADES,DH01390,ESCUMADEIRA DE SILICONE PRETA 33CM BS0001 MUNDIART,1.0,19.9,1
DECO UTILIDADES,DH01394,FUE DE SILICONE PRETO 24CM BS0011 MUNDIART ,1.0,19.9,1
DECO UTILIDADES,DH01517,TACA SOBREMESA C/ COLHER AMARELO VERDE PLANETA,1.0,19.9,1
DECO UTILIDADES,DH03319,"RODO MULTIUSO 24,5CM CABO BAMBU PLANETA",1.0,19.9,1
DECO UTILIDADES,DH04739,"LATA DECOR CERAM CHERRY 5X5X9,5CM TUUT",1.0,19.9,1
DECO UTILIDADES,DH04773,Pote de Vidro Decorativo C/ Tampa Metalica 11X11 Cm / Design Tijolos Transparente/Prateado,1.0,19.9,1
DECO UTILIDADES,DU00164,GRASS C/PRINT PLASTICO VERDE 50cm ,1.0,18.9,1
DECO UTILIDADES,DH00228,COPO AMERICANO DE CAIPIRINHA 500ML HMARTIN ,1.0,17.9,1
DECO UTILIDADES,DH03432,XICARA CERAMICA PETER MOCCA 235ML COPA&CIA,1.0,17.9,1
DECO UTILIDADES,DU00214,EUCALIPTO FLOR MINI PLASTICO  (BRANCO) 35cm FLORARTE,1.0,17.9,1
DECO UTILIDADES,DH04110,KIT 3 COPOS ALTO DIAMOND LONGO 470ML BOR3502,1.0,17.85,1
DECO UTILIDADES,DH04348,ESPATULA VAZADA SILICONE,1.0,16.9,1
DECO UTILIDADES,DE03990,"Espatula Aço Inox P/ Bolo Positano 24,5 Cm Ref 1775 Lyor",1.0,15.9,1
DECO UTILIDADES,DH02695,PROTETOR DE ALIMENTOS EM MALHA ACO 24CM TUUT,1.0,15.9,1
DECO UTILIDADES,DH02121,FACA DE LEGUMES INOX 5 PLENUS CADA TRAMONTINA ,1.0,14.9,1
DECO UTILIDADES,DE04054,TAÇA GALLANT CELEBRE METAL PRATA HMARTIN,1.0,13.9,1
DECO UTILIDADES,DE02935,LAMPADA BULBO LED SUPERLED 6W 2700K OUROLUX COD.20027,1.0,13.0,1
DECO UTILIDADES,DH03244,XICARAS VIDRO 140ML FUX PLANETA ,1.0,12.9,1
DECO UTILIDADES,DE04736,TALHER AVULSO GARFO/FACA E COLHER IMPORTADO,3.0,12.0,1
DECO UTILIDADES,DH04611, TALHERES SOBREMESA FRUTINHAS TUUT,1.0,12.0,1
DECO UTILIDADES,DH04403,PANO MICROFIBRA P/ CHAO COM FURO 50X60CM,1.0,11.9,1
DECO UTILIDADES,DH04593,TRUFA DE MARULA (CREAM) ARTE CACAU CADA,2.0,11.8,2
DECO UTILIDADES,DH04372,PENEIRA ACO INOX 14CM,1.0,9.9,1
DECO UTILIDADES,DH01283-4,Colher Inox FLores Prateada Wolff Unidade - Girassol,1.0,9.0,1
DECO UTILIDADES,DH02513,BOMBOM SORTIDOS CADA,1.0,2.0,1
DOKI HOME,16979,COBERTOR PIEMONTESI PLATINO KING,1.0,1549.9,1
DOKI HOME,0070,Fechadura Externa Roseta Quadrada Classic 3400 Gold Stam Dourado,8.0,1512.8,1
DOKI HOME,16980,COBERTOR PIEMONTESI PLATINO Q,1.0,1399.9,1
DOKI HOME,27230,FECHADURA NIVA PLUS 8P VOLPER ROLETE 60MM CR,1.0,1388.0,1
DOKI HOME,29358,TRAVESSEIRO 50X70 70% PENA G 30% PLUMA G TRUSSARDI,2.0,1110.4,1
DOKI HOME,16738,SHORT DOLL MANGA CURTA ONÇA P,1.0,621.0,1
DOKI HOME,80011,PIJ. ML ISIS- BOTAO ONCA/ VERDE P,1.0,557.0,1
DOKI HOME,1,A FAZ,2.0,516.0,1
DOKI HOME,7500 esc6,Fechadura Segurança 3 Pinos Cilindro 60 Multiponto Hafele,1.0,497.31,1
DOKI HOME,5449 cr8,Fechadura Rolete 3 Pinos Fortezza Cilindro Hafele 8cm Cromado,1.0,495.33,1
DOKI HOME,16737,SHORT DOLL MANGA CURTA JOANINHA M,1.0,476.0,1
DOKI HOME,16739,SHORT DOLL MANGA CURTA CUPUACU BOTAO ESTAMPA ABELHA M,1.0,476.0,1
DOKI HOME,40000,SABONETE AROMA FLOR DE FIGO 700ML,1.0,454.98,1
DOKI HOME,40427,PIJAMA FLEECE COZINESS / UNICA / M,1.0,449.0,1
DOKI HOME,40428,PIJAMA FLEECE COZINESS / UNICA / G,1.0,449.0,1
DOKI HOME,21392,TOALHA DE BANHO LE PETIT CAPUZ LINHO ROSA BORDADO URSO,1.0,419.9,1
DOKI HOME,26961,PIJAMA MARIE WIDE LEG ABOTOADO AZUL MEDIO G,1.0,399.0,1
DOKI HOME,31123,PIJAMA ABERTO SHORT PURE ESSENCE P,1.0,399.0,1
DOKI HOME,31124,PIJAMA ABERTO SHORT PURE ESSENCE M,1.0,399.0,1
DOKI HOME,30441,TOALHA DE BANHO IMPERIALE OLIVA,2.0,319.8,1
DOKI HOME,29854,Fecho Trinco Tipo Unha Embutir Alavanca 30cm Preto Fosco Preto,4.0,315.24,2
DOKI HOME,80017,Óleo Difusor de Aromas Trussardi 200ml Ficos,1.0,309.9,1
DOKI HOME,12346,PIJAMA MILAO ABOTOADO ROSA/G DANIELA TOMBINI,1.0,309.75,1
DOKI HOME,30598,ROUPAO MICROFIBRA KIDS SORTIDO HAPPY DAY,3.0,299.7,1
DOKI HOME,26684,FECHADURA CLASSIC 3200 ROS. QUADRADA 55 EXT. GOLD,1.0,293.81,1
DOKI HOME,40250,VELA PERFUMADA PEONIAS E CHAS 190G,1.0,292.03,1
DOKI HOME,31129,PIJAMA CURTO BEST TIME EVER P,1.0,289.0,1
DOKI HOME,31273,PIJAMA VICHY CURTO VERDE CLARO G,1.0,289.0,1
DOKI HOME,7854,ARGOLA REDONDA ITALY MASTER CR,2.0,286.0,1
DOKI HOME,26683,FECHADURA CLASSIC 3200 ROS. QUADRADA 55 WC GOLD STAM,1.0,273.51,1
DOKI HOME,40585,TOALHA DE BANHO FONTANI ROSE 70X140,2.0,259.8,1
DOKI HOME,16475,CAPA PROTETORA 50X70 100% ALGODAO TRUSSARDI 3371914,2.0,239.8,1
DOKI HOME,30561,TOALHA DE BANHO FIO PENTEADO CANELADO 70X140CM CINZA,2.0,239.02,1
DOKI HOME,5372,V.GL.ANG.NAVAL C/RET. CLASSE 150S/225W<P,1.0,238.88,1
DOKI HOME,40317,TOALHA DE BANHO FONTANI NEBIA 70X140,2.0,219.8,1
DOKI HOME,21772,FECHADURA BANHEIRO 1710 INC ROL TR81 CR IMAB,1.0,212.32,1
DOKI HOME,40080,Kit 3 peças Pratos Bellagio Linha Sicília Raso Sobremesa Fundo Bowl,2.0,184.55,2
DOKI HOME,13044,PORTA ESCOVA DE DENTE BELFIORE C/ PUX CR PRETO,1.0,184.14,1
DOKI HOME,28512,SLIDER PRETO 37/38,1.0,169.0,1
DOKI HOME,10309,PORTA ALG/COT BELFIORE C/ PUX CR PRETO,1.0,160.6,1
DOKI HOME,28760,TOALHA DE BANHO LECCE GELO,1.0,159.9,1
DOKI HOME,28766,TOALHA DE BANHO LECCE BRANCO,1.0,159.9,1
DOKI HOME,80016,Água Perfumada para Roupas Trussardi 500ml Ficos,1.0,159.9,1
DOKI HOME,28148,TOALHA DE LAVABO INDIVIDUAL CHEVERNY,3.0,150.0,1
DOKI HOME,7696,PORTA TOALHA MOVEL 02 VARETAS ITALY CR/DR,1.0,143.0,1
DOKI HOME,7713,"CUBA PADOVE SOBREPOR PEQ 38X27X11,5 RESIART",1.0,140.6,1
DOKI HOME,24887,FECHADURA 1006S PORTA BATER/CORRER WC ROS. QUADRADA GOLD,2.0,139.8,2
DOKI HOME,450326,Bucha Nylon Lafonte Transparente Para Maçaneta,6.0,137.64,4
DOKI HOME,MLB1848293572,Kit 3 Dobradiças 3025 Canto Arredondado Aço Cra/acr Pado,2.0,136.0,1
DOKI HOME,29331,FECHADURA EXTERNA 1750 INX AVULSO FCI IMAB,1.0,135.42,1
DOKI HOME,30301,VASO CILINDRICO P DIVERSOS,1.0,129.9,1
DOKI HOME,80009,Sabonete Líquido Acqua Aroma Dia a Dia 120ml Cedro e Noz Moscada,1.0,129.9,1
DOKI HOME,9594,PRENDEDOR PORTA ALFA CR,1.0,108.0,1
DOKI HOME,11355,PORTA COTONETE ALLEGRY PRETO C/ PUX CR,1.0,106.92,1
DOKI HOME,30670,PISO LINEE OLIVA,1.0,99.9,1
DOKI HOME,28761,TOALHA DE ROSTO LECCE GELO,1.0,84.9,1
DOKI HOME,28767,TOALHA DE ROSTO LECCE BRANCO,1.0,84.9,1
DOKI HOME,29494,TOALHA DE ROSTO PALLADIO BRANCO/ARDOSIA,1.0,84.9,1
DOKI HOME,30442,TOALHA DE ROSTO IMPERIALE OLIVA,1.0,84.9,1
DOKI HOME,40584,TOALHA DE ROSTO FONTANI ROSE,1.0,74.9,1
DOKI HOME,40566,TOALHA DE ROSTO FONTANI NEBIA,1.0,64.9,1
DOKI HOME,28426,JOGO DE ROSETA RQ1 1002/1004 PRETO FOSCO STAM,2.0,51.66,1
DOKI HOME,30562,TOALHA DE ROSTO FIO PENTEADO CANELADO 48X85CM CINZA,1.0,49.99,1
DOKI HOME,29003,PISO PARA PES 48X70 CINZA,1.0,39.99,1
DOKI HOME,MLB2178953785,Contra Testa Fechadura Rolete Inox  - Polido,1.0,28.0,1
DOKI HOME,29149,SACHE VIA AROMA 10G CLASSICA MACA C/ CANELA,2.0,24.92,1
DOKI HOME,26997,CONTRA TESTA 1005 PRETO FOSCO STAM,1.0,20.23,1
LEKE MEIAS,LM358,KIT 12 PARES DE MEIA PRETO/BRANCO C/M REF-960224001 34-39,11.0,1010.92,10
LEKE MEIAS,LM398,KIT 6 PARES DE MEIA C/M PRETO/BRANCO REF-960224001 40/44,20.0,808.0799999999999,17
LEKE MEIAS,LM71,Meia Social Preta Juvenil 34-39 Ref 22080001,36.0,516.77,21
LEKE MEIAS,LM403,KIT 6 PARES DE MEIA BRANCO/MESCLA REF-961302011 34-39,8.0,328.76,7
LEKE MEIAS,LM399,KIT 12 PARES DE MEIA PRETO/BRANCO C/M REF-96.022.4001 40/44,3.0,295.44,3
LEKE MEIAS,LM360,KIT 12 PARES DE MEIA BRANCO/MESCLA REF-961302011 28-33,3.0,275.51,3
LEKE MEIAS,LM402,KIT 12 PARES DE MEIA BRANCO/MESCLA REF-961302011 34-39,1.0,107.42,1
LEKE MEIAS,LM312,MEIA INFANTIL 7/8 AZUL/ FLOR  26-33 REF-016-097-C-40,4.0,98.56,3
LEKE MEIAS,LM108,"MEIA FEMININA CINZA 7,8 / 34-39 REF01025025",6.0,97.97999999999999,4
LEKE MEIAS,LM163,MEIA BIKE 34-39 REF-23025003,5.0,81.64999999999999,5
LEKE MEIAS,LM105,"MEIA FEMININA SALMAO 7,8 34-39 REF-01025025",3.0,48.99,1
LEKE MEIAS,LM288,MEIA FEMININA AEROBICA DIVERSAS  16/9>34-39 REF01022022,3.0,45.54,2
LEKE MEIAS,LM72,Meia Social Juvenil cinza 34-39  Ref 22080001,4.0,43.96,1
LEKE MEIAS,LM0033,Polaina Tricot - PRETO,1.0,39.9,1
LEKE MEIAS,LM281,MEIA FEMININA AEROBICA ROSA COR 02 16/9>34-39 REF-01022053,4.0,38.94,2
LEKE MEIAS,LM104,"MEIA FEMININA ROSA PASTEL 7,8-34-39 REF-01025025",2.0,32.66,1
LEKE MEIAS,LM109,MEIA FEMININA CINZA CLARO  7/8  34-39 REF-20025001,2.0,32.66,1
LEKE MEIAS,LM169,MEIA BIKE 34-39 REF-22025003,2.0,32.66,2
LEKE MEIAS,LM286,MEIA AEROBICA FEMININA DIVERSAS CINZA 16/9>34-39 REF01022022,2.0,30.36,2
LEKE MEIAS,LM73,Meia Social Juvenil Cinza 34-39 Ref 22080001,1.0,25.28,1
LEKE MEIAS,LM23,Sapatilha Azul Marnho/Laço RN Infantil Ref 22075003,1.0,24.07,1
LEKE MEIAS,LM295,MEIA FEMININA CINZA 3/4 34-39 REF-018294022012 C-90,1.0,22.66,1
LEKE MEIAS,LM296,MEIA FEMININA AZUL 3/4 34-39 REF-0182950212012 C-80,1.0,22.66,1
LEKE MEIAS,LM301,MEIA FEMININA DIVERSAS 3/4 CIMENTO 34-39 REF-010180189905,1.0,22.66,1
LEKE MEIAS,LM308,MEIA FEMININA 3/4 VERDE CHA 34-39 REF-040-00305/2013C-K,1.0,22.66,1
LEKE MEIAS,LM18,Sapatilha RN Infantil Pink/melancia Ref 21014002,1.0,21.63,1
LEKE MEIAS,LM150,KIT 3 PARES DE MEIAS FEMININO DIVERSOS REF-19103502,1.0,21.32,1
